,classification,atmosphere,obj_energy,obj_bandwidth,obj_latency,field_size,number_of_nodes,physical_topology,sampling_rate,best_technique
331,Monitoring,Underground,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
332,Monitoring,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
333,Monitoring,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
334,Monitoring,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
335,Monitoring,Underground,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
336,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
337,Monitoring,Underwater Surface,0.2,0.8,0.2,Room,10,Star,10,Heed
338,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,10,Star,10,Heed
339,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,50,Heed
340,Monitoring,Underwater Surface,0.2,0.8,0.2,Room,10,Star,50,Heed
341,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,10,Star,50,Heed
342,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,100,Heed
343,Monitoring,Underwater Surface,0.2,0.8,0.2,Room,10,Star,100,Heed
344,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,10,Star,100,Heed
345,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
346,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
347,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
348,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,10,Star,10,Heed
349,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
350,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,100,Star,10,Heed
351,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,50,Leach
352,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,100,Star,50,Heed
353,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,100,Leach
354,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,100,Star,100,Heed
355,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
356,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
357,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
358,Monitoring,Underwater Surface,0.2,0.2,0.8,Room,100,Star,10,Leach
359,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
360,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,50,Heed
361,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,100,Heed
362,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
363,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
364,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
365,Monitoring,Underwater Surface,0.8,0.2,0.2,Room,1000,Star,10,Heed
366,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
367,Monitoring,Underwater Surface,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
368,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,10,Star,10,Heed
369,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
370,Monitoring,Underwater Surface,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
371,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,10,Star,50,Heed
372,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
373,Monitoring,Underwater Surface,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
374,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,10,Star,100,Heed
375,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
376,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
377,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
378,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
379,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
380,Monitoring,Underwater Surface,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
381,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
382,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
383,Monitoring,Underwater Surface,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
384,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
385,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
386,Monitoring,Underwater Surface,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
387,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
388,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
389,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
390,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
391,Monitoring,Underwater Surface,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
392,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
393,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,50,Heed
394,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,100,Heed
395,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
396,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
397,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
398,Monitoring,Underwater Surface,0.8,0.2,0.2,Apartment Complex,1000,Star,10,Heed
399,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
400,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,50,Heed
401,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,100,Heed
402,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
403,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
404,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
405,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,10,Star,10,Heed
406,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
407,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,50,Heed
408,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,100,Heed
409,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
410,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
411,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
412,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,100,Star,10,Heed
413,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,10,Heed
414,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,50,Heed
415,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,100,Heed
416,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,10,Heed
417,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,10,Heed
418,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,10,Heed
419,Monitoring,Underwater Surface,0.8,0.2,0.2,City Block,1000,Star,10,Heed
420,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,10,Heed
421,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,50,Heed
422,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,100,Heed
423,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,10,Heed
424,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,10,Heed
425,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,10,Heed
426,Monitoring,Underwater Surface,0.8,0.2,0.2,City,10,Star,10,Heed
427,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,10,Heed
428,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,50,Heed
429,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,100,Heed
430,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,10,Heed
431,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,10,Heed
432,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,10,Heed
433,Monitoring,Underwater Surface,0.8,0.2,0.2,City,100,Star,10,Heed
434,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,10,Heed
435,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,50,Heed
436,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,100,Heed
437,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,10,Heed
438,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,10,Heed
439,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,10,Heed
440,Monitoring,Underwater Surface,0.8,0.2,0.2,City,1000,Star,10,Heed
441,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,10,Heed
442,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,50,Heed
443,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,100,Heed
444,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,10,Heed
445,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,10,Heed
446,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,10,Heed
447,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,10,Star,10,Heed
448,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,10,DBST
449,Monitoring,Underwater Surface,0.2,0.8,0.2,Region,100,Star,10,DBST
450,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,100,Star,10,Heed
451,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,50,DBST
452,Monitoring,Underwater Surface,0.2,0.8,0.2,Region,100,Star,50,DBST
453,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,100,Star,50,Heed
454,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,100,DBST
455,Monitoring,Underwater Surface,0.2,0.8,0.2,Region,100,Star,100,DBST
456,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,100,Star,100,Heed
457,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,10,DBST
458,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,10,DBST
459,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,10,DBST
460,Monitoring,Underwater Surface,0.2,0.2,0.8,Region,100,Star,10,DBST
461,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,10,Heed
462,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,50,Heed
463,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,100,Heed
464,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,10,Heed
465,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,10,Heed
466,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,10,Heed
467,Monitoring,Underwater Surface,0.8,0.2,0.2,Region,1000,Star,10,Heed
468,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,10,Heed
469,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,50,Heed
470,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,100,Heed
471,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,10,Heed
472,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,10,Heed
473,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,10,Heed
474,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,10,Star,10,Heed
475,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,10,Heed
476,Monitoring,Underwater Surface,0.2,0.8,0.2,Ocean,100,Star,10,Heed
477,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,100,Star,10,Heed
478,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,50,Heed
479,Monitoring,Underwater Surface,0.2,0.8,0.2,Ocean,100,Star,50,Heed
480,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,100,Star,50,Heed
481,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,100,Heed
482,Monitoring,Underwater Surface,0.2,0.8,0.2,Ocean,100,Star,100,Heed
483,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,100,Star,100,Heed
484,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,10,Heed
485,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,10,Heed
486,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,10,Heed
487,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,100,Star,10,Heed
488,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,10,Heed
489,Monitoring,Underwater Surface,0.2,0.8,0.2,Ocean,1000,Star,10,Heed
490,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,1000,Star,10,Heed
491,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,50,Heed
492,Monitoring,Underwater Surface,0.2,0.8,0.2,Ocean,1000,Star,50,Heed
493,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,1000,Star,50,Heed
494,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,100,Heed
495,Monitoring,Underwater Surface,0.2,0.8,0.2,Ocean,1000,Star,100,Heed
496,Monitoring,Underwater Surface,0.8,0.2,0.2,Ocean,1000,Star,100,Heed
497,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,10,Heed
498,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,10,Heed
499,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,10,Heed
500,Monitoring,Underwater Surface,0.2,0.2,0.8,Ocean,1000,Star,10,Heed
501,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,10,Heed
502,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,50,Heed
503,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,100,Heed
504,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,10,Heed
505,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,10,Heed
506,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,10,Heed
507,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,10,Star,10,Heed
508,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,10,Heed
509,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,50,Heed
510,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,100,Heed
511,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,10,Heed
512,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,10,Heed
513,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,10,Heed
514,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,100,Star,10,Heed
515,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,10,Heed
516,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,50,Heed
517,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,100,Heed
518,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,10,Heed
519,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,10,Heed
520,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,10,Heed
521,Monitoring,Underwater Surface,0.8,0.2,0.2,Object,1000,Star,10,Heed
522,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,10,Leach
523,Monitoring,Underwater Deep,0.2,0.8,0.2,Room,10,Star,10,Leach
524,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,10,Pegasis
525,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,50,Leach
526,Monitoring,Underwater Deep,0.2,0.8,0.2,Room,10,Star,50,Leach
527,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,50,Pegasis
528,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,100,Leach
529,Monitoring,Underwater Deep,0.2,0.8,0.2,Room,10,Star,100,Leach
530,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,100,Pegasis
531,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,10,Leach
532,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,10,Pegasis
533,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,50,Leach
534,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,50,Pegasis
535,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,100,Leach
536,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,100,Pegasis
537,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,10,Leach
538,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,10,Pegasis
539,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,50,Leach
540,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,50,Pegasis
541,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,100,Leach
542,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,100,Pegasis
543,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,10,Leach
544,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,10,Pegasis
545,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,50,Leach
546,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,50,Pegasis
547,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,100,Leach
548,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,100,Pegasis
549,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,10,Leach
550,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,10,Pegasis
551,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,50,Leach
552,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,50,Pegasis
553,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,10,Star,100,Leach
554,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,10,Bus,100,Pegasis
555,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,10,Leach
556,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,50,Leach
557,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,100,Leach
558,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,10,Leach
559,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,10,Leach
560,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,10,Leach
561,Monitoring,Underwater Deep,0.2,0.2,0.8,Room,100,Star,10,Leach
562,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,10,Heed
563,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,50,Heed
564,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,100,Heed
565,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,10,Heed
566,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,10,Heed
567,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,10,Heed
568,Monitoring,Underwater Deep,0.8,0.2,0.2,Room,1000,Star,10,Heed
569,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
570,Monitoring,Underwater Deep,0.2,0.8,0.2,Apartment Complex,10,Star,10,Heed
571,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,10,Pegasis
572,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
573,Monitoring,Underwater Deep,0.2,0.8,0.2,Apartment Complex,10,Star,50,Heed
574,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,50,Pegasis
575,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
576,Monitoring,Underwater Deep,0.2,0.8,0.2,Apartment Complex,10,Star,100,Heed
577,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,100,Pegasis
578,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
579,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,10,Pegasis
580,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
581,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,50,Pegasis
582,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
583,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,100,Pegasis
584,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
585,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,10,Pegasis
586,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
587,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,50,Pegasis
588,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
589,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,100,Pegasis
590,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
591,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,10,Pegasis
592,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
593,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,50,Pegasis
594,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
595,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,100,Pegasis
596,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,10,Heed
597,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,10,Pegasis
598,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,50,Heed
599,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,50,Pegasis
600,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,10,Star,100,Heed
601,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,10,Bus,100,Pegasis
602,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
603,Monitoring,Underwater Deep,0.2,0.8,0.2,Apartment Complex,100,Star,10,Heed
604,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,100,Star,10,Heed
605,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,50,Heed
606,Monitoring,Underwater Deep,0.2,0.8,0.2,Apartment Complex,100,Star,50,Heed
607,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,100,Star,50,Heed
608,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,100,Heed
609,Monitoring,Underwater Deep,0.2,0.8,0.2,Apartment Complex,100,Star,100,Heed
610,Monitoring,Underwater Deep,0.8,0.2,0.2,Apartment Complex,100,Star,100,Heed
611,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
612,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
613,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
614,Monitoring,Underwater Deep,0.2,0.2,0.8,Apartment Complex,100,Star,10,Heed
615,Monitoring,Underwater Deep,0.8,0.2,0.2,City Block,10,Bus,10,Pegasis
616,Monitoring,Underwater Deep,0.8,0.2,0.2,City Block,10,Bus,50,Pegasis
617,Monitoring,Underwater Deep,0.8,0.2,0.2,City Block,10,Bus,100,Pegasis
618,Monitoring,Underwater Deep,0.8,0.2,0.2,City Block,10,Bus,10,Pegasis
619,Monitoring,Underwater Deep,0.8,0.2,0.2,City Block,10,Bus,10,Pegasis
620,Monitoring,Underwater Deep,0.8,0.2,0.2,City Block,10,Bus,10,Pegasis
621,Monitoring,Underwater Deep,0.8,0.2,0.2,City,10,Bus,10,Pegasis
622,Monitoring,Underwater Deep,0.8,0.2,0.2,City,10,Bus,50,Pegasis
623,Monitoring,Underwater Deep,0.8,0.2,0.2,City,10,Bus,100,Pegasis
624,Monitoring,Underwater Deep,0.8,0.2,0.2,City,10,Bus,10,Pegasis
625,Monitoring,Underwater Deep,0.8,0.2,0.2,City,10,Bus,10,Pegasis
626,Monitoring,Underwater Deep,0.8,0.2,0.2,City,10,Bus,10,Pegasis
627,Monitoring,Underwater Deep,0.8,0.2,0.2,Region,10,Bus,10,Pegasis
628,Monitoring,Underwater Deep,0.8,0.2,0.2,Region,10,Bus,50,Pegasis
629,Monitoring,Underwater Deep,0.8,0.2,0.2,Region,10,Bus,100,Pegasis
630,Monitoring,Underwater Deep,0.8,0.2,0.2,Region,10,Bus,10,Pegasis
631,Monitoring,Underwater Deep,0.8,0.2,0.2,Region,10,Bus,10,Pegasis
632,Monitoring,Underwater Deep,0.8,0.2,0.2,Region,10,Bus,10,Pegasis
633,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,10,Bus,10,Pegasis
634,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,10,Bus,10,Pegasis
635,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,10,Bus,10,Pegasis
636,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,10,Bus,50,Pegasis
637,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,10,Bus,50,Pegasis
638,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,10,Bus,50,Pegasis
639,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,10,Bus,100,Pegasis
640,Monitoring,Underwater Deep,0.2,0.8,0.2,Ocean,10,Bus,100,Pegasis
641,Monitoring,Underwater Deep,0.8,0.2,0.2,Ocean,10,Bus,100,Pegasis
642,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,10,Bus,10,Pegasis
643,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,10,Bus,10,Pegasis
644,Monitoring,Underwater Deep,0.2,0.2,0.8,Ocean,10,Bus,10,Pegasis
